id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
2846,Dragon's Dogma: Dark Arisen,37,58,112,Capcom,Capcom,"Nintendo Switch, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Action, Open World, Role-Playing"
2847,Dragon's Lair,1,2,3,Advanced Microcomputer Systems,"Cinematronics, Taito","Arcade, Mobile, NES/Famicom, Nintendo 3DS, Nintendo DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PSP, Wii, Xbox 360","Action, interactive movie"
15925,Dragon's Lair 3D: Return to the Lair,2.5,4,5.5,Dragonstone Software,Ubisoft,Nintendo GameCube,"Action, Adventure"
34083,Dragon's Wake,1.5,3,4,Brainbox Software,Brainbox Software,PC,"Adventure, Platform"
2853,Dragonsphere,6,7.5,13,MicroProse,MicroProse,PC,"Point-and-Click, Adventure"
12358,Drakan: Order of the Flame,11.5,13,14,Surreal Software,Psygnosis,PC,"Action, Adventure"
2859,Drakan: The Ancients' Gates,19.5,25,33.5,Surreal Software,Sony Computer Entertainment,PlayStation 2,"Action, Adventure"
2861,Drakengard,10,19.5,30,Cavia,"Square Enix, PAL: Take-Two Interactive",PlayStation 2,Action RPG
2862,Drakengard 2,17,36.5,70,Cavia,"Square Enix, Ubisoft (outside of Japan)",PlayStation 2,"Action, role playing, Aerial combat"
18810,Drakengard 3,18.5,26,42.5,Access Games,Square Enix,PlayStation 3,"Action, Role-Playing"
2866,Drakensang: The Dark Eye,35.5,43.5,59.5,Radon Labs,"dtp entertainment, THQ, Eidos Interactive, Fx Interactive, Techland",PC,Role-Playing
2867,Drakensang: The River of Time,29,36.5,52,Radon Labs,"dtp entertainment, THQ",PC,Role-Playing
67550,Draugen,3,3.5,4,Red Thread Games,Red Thread Games,PC,"First-Person, Adventure"
15260,Draw a Stickman: EPIC,1.5,4.5,6,Hitcents,Hitcents,PC,Adventure
2870,Drawn to Life,12.5,13,13,5TH Cell,THQ,Nintendo DS,"Action, Adventure, Platformer"
2872,Drawn to Life: The Next Chapter (DS),7,8,9.5,5th Cell,THQ,Nintendo DS,"Action, Adventure"
2873,Drawn: The Painted Tower,3,5,7,Big Fish Studios,Big Fish Games,PC,Puzzle
18680,DreadOut,3.5,5,6.5,Digital Happiness,Digital Happiness,PC,"Third-Person, Adventure, Survival Horror"
36470,DreadOut: Keepers of The Dark,5.5,6,6.5,Digital Happiness,Digital Happiness,PC,Adventure
15892,Dream,6,9,16,HyperSloth,Mastertronic,PC,Adventure
47545,Dream Daddy: A Dad Dating Simulator,5,9.5,11.5,Game Grumps,Game Grumps,"PC, PlayStation 4",Simulation
49992,Dream Stone,1,1,1,QuickSave,QuickSave,PC,"Adventure, Puzzle"
31849,Dreamatorium of Dr. Magnus 2,2.5,2.5,3,Two Desperados,Two Desperados,PC,Hidden Object
38787,DreamBreak,2,2,2.5,Aist,"Beatshapers, Digerati Distribution","PC, Xbox One","Action, Adventure, Platform"
38123,Dreamfall Chapters: Book Five - Redux,3.5,4.5,7.5,Red Thread Games,Red Thread Games,PC,"Third-Person, Adventure, Puzzle"
32399,Dreamfall Chapters: Book Four - Revelations,4,4,4.5,Red Thread Games,Red Thread Games,PC,"Third-Person, Adventure"
21580,Dreamfall Chapters: Book One - Reborn,4.5,5.5,6.5,Red Thread Games,Red Thread Games,"PC, Xbox One","Third-Person, Adventure"
27117,Dreamfall Chapters: Book Three - Realms,4,4,4.5,Red Thread Games,Red Thread Games,PC,"Third-Person, Adventure"
24515,Dreamfall Chapters: Book Two - Rebels,6,6,7,Red Thread Games,Red Thread Games,PC,"Third-Person, Adventure"
2878,Dreamfall: The Longest Journey,12,13.5,14.5,Funcom,"Aspyr Media, Micro Application, Empire Interactive","PC, Xbox",Adventure
28315,Dreamscapes: Nightmare's Heir,2,2,3,Shaman Games Studio,1C Company,PC,"Point-and-Click, Hidden Object"
22421,Dreamscapes: The Sandman,2,3,3.5,Shaman Games Studio,"1C Company, Playrix",PC,"Point-and-Click, Hidden Object, Puzzle"
2882,Dreamweb,2,4,5.5,Creative Reality,Empire,PC,Adventure
11613,Driftmoon,9,10.5,11,Instant Kingdom,Instant Kingdom,PC,"Action, Adventure, Role-Playing"
2883,Drill Dozer,5,5.5,15,Game Freak,Nintendo,"Game Boy Advance, Wii U","Action, Platform"
2885,Driv3r,11.5,12.5,14,Reflections Interactive,Atari,"Game Boy Advance, PC, PlayStation 2, Xbox","Action, Shooter"
18863,Driveclub,21,30.5,51.5,Evolution Studios,Sony Computer Entertainment,PlayStation 4,Racing
21533,Driveclub: PlayStation Plus Edition,4,20.5,30,Evolution Studios,Sony Computer Entertainment,PlayStation 4,Racing
2886,Driver (1999),13,17,19.5,Reflections Interactive,GT Interactive,"Game Boy Color, PC, PlayStation, PlayStation 2",Action
2887,Driver 2,15,16.5,18,Reflections Interactive,Infogrames,PlayStation,"Driving, Action"
2889,Driver: Parallel Lines,10,15,22.5,Reflections Interactive,"Atari (PS2/Xbox), Ubisoft (Wii/PC)","PC, PlayStation 2, Wii","Racing, Third-Person Shooter"
2891,Driver: San Francisco,9,14.5,23,Ubisoft Reflections,Ubisoft,"PC, PlayStation 3, Xbox 360",Sandbox
21462,Driving School Simulator,3.5,7,9.5,Ovilex Software,United Independent Entertainment,PC,Simulation
24654,Drizzlepath,0.516666667,0.6,0.666666667,Tongu� Bodur,Tongu� Bodur,PC,Adventure
34852,Drizzlepath: Genie,3,4,5,Tongu� Bodur,Tongu� Bodur,PC,Adventure
44076,Drizzlepath: Glass,1,1.5,1.5,Tonguç Bodur,Tonguç Bodur,PC,Adventure
42010,Drop Alive,0.8,1,1.5,Invi Games,Ipsilon,PC,Platform
2897,Droplitz,4.5,10,11,Blitz Arcade,Atlus,PC,Puzzle
29901,Dropsy,4.5,5.5,7,"Tendershoot, A Jolly Corpse",Devolver Digital,"Mobile, PC",Adventure
2901,Dual Hearts,17,25.5,50,Matrix Software,"JP: Sony Computer Entertainment, NA: Atlus",PlayStation 2,Action-adventure
2905,Duck Hunt,0.666666667,3,20,Nintendo R&D1,Nintendo,"NES/Famicom, Wii U",Light Gun Shooter
50155,Duck Season,1.5,2,8,Stress Level Zero,Stress Level Zero,"Oculus Rift, PC","First-Person, Action, Arcade, Shooter, Survival, Survival Horror"
2908,DuckTales,1.5,2,2,Capcom,Capcom,"Game Boy, NES/Famicom, PC, PlayStation 4, Sega Mega Drive/Genesis",Platform
2909,DuckTales 2,1,1.5,2,Capcom,Capcom,"Game Boy, NES/Famicom, PC, PlayStation 4, Xbox One",Platform
12716,DuckTales: Remastered,3.5,4.5,10,WayForward,Capcom,"Mobile, PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One",Platform
60110,Dude Cops,0.25,0.25,0.25,Osgoode Media,Osgoode Media,PC,Adventure
20365,Duet (2015),2.5,6,12.5,Kumobius,Kumobius,"Android, iOS, Mac, PC","Top-Down, On-Rails, Action"
2913,Duke Nukem,4.5,6.5,7.5,Apogee Software,Apogee Software,"Game Boy Color, PC","Action, Platform, Shooter"
2914,Duke Nukem 3D,9,11,12,3D Realms,GT Interactive Software,"PC, PlayStation, Sega Mega Drive/Genesis, Sega Saturn, Xbox 360","First-Person, Shooter"
40470,Duke Nukem 3D: 20th Anniversary World Tour,4.5,8,8.5,"Nerve Software, Gearbox Software",Gearbox Publishing,"PC, PlayStation 4, Xbox One","First-Person, Shooter"
2915,Duke Nukem 3D: Duke It Out In D.C.,3,4,4,Sunstorm Interactive,GT Interactive,PC,"First-Person, Shooter"
2919,Duke Nukem 3D: Megaton Edition,11,19.5,21.5,3D Realms,Devolver Digital,"PC, PlayStation 3, PlayStation Vita, Xbox 360","First-Person, Shooter"
2921,Duke Nukem 3D: Plutonium Pak,1.5,3,6.5,3D Realms,GT Interactive,PC,"First-Person, Shooter"
2924,Duke Nukem Forever,9.5,12,19.5,"3D Realms, Triptych Games, Gearbox Software, Piranha Games",2K Games,"PC, PlayStation 3, Xbox 360","First-person shooter, Science fiction"
2925,Duke Nukem Forever: The Doctor Who Cloned Me DLC,3,4.5,5,Gearbox Software,2K Sports,"PC, Xbox 360",First-person Shooter
2926,Duke Nukem II,4,5,8,Apogee Software,Apogee Software,PC,Platform
2927,Duke Nukem: Land of the Babes,6,6.5,9.5,N-Space,"NA: GT Interactive Software, EU: Take-Two Interactive",PlayStation,Third-Person Shooter
2928,Duke Nukem: Manhattan Project,6,8,10,"Sunstorm Interactive (PC), 3D Realms (XBLA)","NA: Arush Entertainment, EU: Ubisoft, Microsoft Game Studios (XBLA)","PC, Xbox 360",Platform
24552,Duke Nukem: Total Meltdown,10,11.5,15,Aardvark Software,GT Interactive,PlayStation,"First-Person, Shooter"
2935,Dune,13.5,18,25,Cryo Interactive,Virgin Interactive,"Amiga, PC, Sega Mega Drive/Genesis","Adventure, Strategy"
2936,Dune 2000,18,22,23,"Intelligent Games, Westwood Studios","Virgin Interactive (1998), Electronic Arts (1999 onwards)","PC, PlayStation",Real-time strategy
2937,Dune II: The Building of a Dynasty,14,17,19.5,Westwood Studios,Virgin Interactive,"Amiga, PC, Sega Mega Drive/Genesis",Real-time strategy
2939,Dungeon Defenders,14,56.5,349,Trendy Entertainment,Reverb Communications,"PC, PlayStation 3, Xbox 360",Tower Defense
37860,Dungeon Escape,2.5,4,4,Alexey Roenko,Alexey Roenko,PC,Platform
2941,Dungeon Explorer,3.5,3.5,5.5,Atlus,Hudson Soft,TurboGrafx-16/PC Engine,"Action, Role-Playing, Hack and Slash"
2946,Dungeon Hunter: Alliance,17,19.5,29.5,Gameloft,Gameloft,"PlayStation 3, PlayStation Vita",Action RPG
2947,Dungeon Keeper,14.5,22,33.5,Bullfrog Productions,Electronic Arts,PC,"Real-time strategy, God game"
2948,Dungeon Keeper 2,17.5,18.5,19,Bullfrog Productions,Electronic Arts,PC,Real-Time Strategy
2952,Dungeon Master,13.5,16,24.5,FTL Games,FTL Games,"Amiga, PC, Super Nintendo",Role-Playing
17454,Dungeon of the Endless,7,17.5,36,AMPLITUDE Studios,AMPLITUDE Studios,PC,"Top-Down, Real-Time, Turn-Based, Adventure, Roguelike, Role-Playing"
37302,Dungeon of Zolthan,0.966666667,1.5,2.5,Robert Alvarez,New Reality Games,PC,"Action, Adventure"
38901,Dungeon Punks,7,7.5,16,Hyper Awesome Entertainment,Artix Entertainment,"PlayStation 4, PlayStation Vita","Action, Role-Playing"
40968,Dungeon Rats,11,17.5,25.5,Iron Tower Studio,Iron Tower Studio,PC,"Turn-Based, Role-Playing"
40186,Dungeon Rushers,22.5,25,40,Goblinz Studio,"Goblinz Studio, WhisperGames",PC,Role-Playing
2956,Dungeon Siege,29,35.5,46.5,Gas Powered Games,Microsoft Game Studios,PC,Role-Playing
2957,Dungeon Siege II,29.5,42,54,Gas Powered Games,Microsoft Game Studios,PC,Role-Playing
2958,Dungeon Siege II: Broken World,8,15,16.5,Gas Powered Games,2K Games,PC,"Action, role-playing"
2959,Dungeon Siege III,14,17,25.5,Obsidian Entertainment,Square Enix,"PC, PlayStation 3, Xbox 360, Xbox One","Top-Down, Action, Hack and Slash, Open World, Role-Playing"
2960,Dungeon Siege III: Treasures of the Sun DLC,3,4.5,6,Obsidian Entertainment,Square Enix,"PC, Xbox 360","Action, Role-Playing"
2961,Dungeon Siege: Legends of Aranna,8,13,19,Gas Powered Games,Microsoft Game Studios,PC,Role-playing
2962,Dungeon Siege: Throne of Agony,16.5,17,17,SuperVillain Studios,2K Games,"PC, PSP",Role-Playing
29118,Dungeon Travelers 2: The Royal Library & the Monster Seal,57,113,223,Sting,Atlus,PlayStation Vita,"First-Person, Turn-Based, Adventure, Role-Playing"
2964,Dungeonland,1,1,1,Critical Studio,Paradox Interactive,PC,"Action, Role-Playing"
2965,Dungeons,13,21,34,Realmforge Studios,Kalypso Media,PC,"Simulation, Strategy"
12973,Dungeons & Dragons: Chronicles of Mystara,2,4,13,Iron Galaxy Studios,Capcom,"PC, PlayStation 3, Wii U, Xbox 360","Action, Beat 'em Up, Role-Playing"
2968,Dungeons & Dragons: Daggerdale,7.5,8,8.5,Bedlam Games,Atari,"PC, Xbox 360","Action, Adventure"
2970,Dungeons & Dragons: Heroes,9,16,20,Atari,Atari,Xbox,Hack and Slash
2971,Dungeons & Dragons: Shadow over Mystara,0.933333333,1.5,1.5,Capcom,Capcom,"Arcade, PC, PlayStation 3, Xbox 360","Side, Beat 'em Up"
2972,Dungeons & Dragons: Tower of Doom,1,1.5,3,Capcom,Capcom,"Arcade, PC, PlayStation 3, Xbox 360","Beat 'em Up, Role-Playing"
26116,Dungeons 2,15,17,26,Realmforge Studios,Kalypso Media Digital,PC,"Role-Playing, Strategy"
48718,Dungeons 3,26,26.5,31,Realmforge Studios,Kalypso Media Digital,PC,"Simulation, Strategy"
2974,Dungeons of Dredmor,17,31.5,66.5,Gaslamp Games,Gaslamp Games,"Linux, PC",Roguelike
40306,Dungetris,9,11,12,EfimovMax,EfimovMax,PC,"Adventure, Role-Playing"
50829,DUSK,7.5,11.5,20,David Szymanski,New Blood Interactive,PC,"First-Person, Action, Shooter"
2981,Dust: An Elysian Tail,10,13,18,Humble Hearts,Microsoft Studios,"Mobile, PC, Nintendo Switch, PlayStation 3, PlayStation 4, Xbox 360","Side, Scrolling, Action, Adventure, Hack and Slash, Platform, Role-Playing"
2984,Dwarfs!?,4.5,8,18,Power of 2,Tripwire Interactive,PC,"Family, Strategy, Casual, Indie"
21252,Dying Light,17,34.5,49.5,Techland,Warner Bros. Interactive Entertainment,"PC, PlayStation 4, Xbox One","Action, Adventure, Open World, Survival Horror"
34561,Dying Light: The Following - Enhanced Edition,20,45.5,82.5,Techland,Techland,"PC, PlayStation 4, Xbox One","First-Person, Action, Open World, Shooter"
33705,Dying Light: The Following DLC,9.5,14.5,20.5,Techland,Techland,"PC, PlayStation 4, Xbox One","First-Person, Action, Open World, Platform, Role-Playing, Shooter, Survival Horror"
2988,Dynamite Cop,2,2,3,AM1,Sega,Dreamcast,Beat 'em Up
2990,Dynamite Headdy,3,5,7.5,Treasure,Sega,"PC, Sega Game Gear, Sega Mega Drive/Genesis",Platformer
2991,Dynamite Jack,3,3,6.5,Hassey Enterprises,Hassey Enterprises,"Linux, PC","Puzzle, Action"
2993,Dynasty Tactics 2,10,25,50,Koei,Koei,PlayStation 2,"Role-Playing, Strategy"
2995,Dynasty Warriors 2,7.5,17.5,19.5,Omega Force,Koei,PlayStation 2,"Hack and slash, Tactical action"
2996,Dynasty Warriors 3,8,17.5,23,Omega Force,Koei,PlayStation 2,"Hack and slash, Tactical action"
2998,Dynasty Warriors 4,13,32,180,Omega Force,Koei,"PC, PlayStation 2, Xbox","Hack and Slash, Tactical"
3000,Dynasty Warriors 5,25,46.5,70,Omega Force,Koei,"PlayStation 2, Xbox",Hack and Slash
3001,Dynasty Warriors 5: Empires,14,37,37.5,Omega Force,Koei,"PlayStation 2, Xbox 360","Hack and slash, Tactical action"
3003,Dynasty Warriors 6,14.5,46,143,Omega Force,Koei,"PC, PlayStation 2, PlayStation 3, Xbox 360","Hack and slash, Action"
3005,Dynasty Warriors 7,24,58,122,Omega Force,Koei,"PC, PlayStation 3, Xbox 360","Hack and slash, Action"
3006,Dynasty Warriors 7: Empires,7.5,25,100,Omega Force,Koei,PlayStation 3,"Action, Hack and Slash"
3007,Dynasty Warriors 7: Xtreme Legends,5,10,36.5,Omega Force,Koei,PlayStation 3,Beat 'em Up
12054,Dynasty Warriors 8,23,60.5,110,Omega Force,Koei,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Hack and Slash"
19081,Dynasty Warriors 8: Xtreme Legends - Complete Edition,14,46.5,153,Omega Force,Koei,"PC, PlayStation 3, PlayStation 4, PlayStation Vita","Action, Hack and Slash"
52792,Dynasty Warriors 9,32,112,284,Omega Force,Koei Tecmo,"PC, PlayStation 4",Hack and Slash
3009,Dynasty Warriors Next,20,32.5,52,Omega Force,Koei,PlayStation Vita,"Action, Beat 'em Up"
3010,Dynasty Warriors: Gundam,8,31,53,"Koei, Omega Force",Namco Bandai,"PlayStation 3, Xbox 360","Action, Role-Playing"
3012,Dynasty Warriors: Gundam 3,34.5,58,101,"Koei, Omega Force",Namco Bandai,"PlayStation 3, Xbox 360","Action, Role-Playing, Hack and Slash"
3013,Dynasty Warriors: Strikeforce,9.5,13.5,58,Omega Force,Koei,"PSP, Xbox 360","Hack and Slash, Action"
25014,Dyscourse,1,3,9.5,Owlchemy Labs,Owlchemy Labs,"Linux, Mac, PC",Adventure
3018,Dysfunctional Systems: Learning to Manage Chaos,2,2.5,3,Dischan,Dischan Media,"Mac, PC",Visual Novel
3020,E.V.O.: Search for Eden,10,10,11,Almanic,Enix,"PC, Super Nintendo","Action, role-playing"
19375,EA Sports UFC,11,17.5,22,EA Canada,EA Sports,"PlayStation 4, Xbox One","Fighting, Sports"
35849,EA Sports UFC 2,5.5,11,32,EA Canada,Electronic Arts,"PlayStation 4, Xbox One","Fighting, Sports"
52971,EA Sports UFC 3,8.5,13.5,16.5,EA Canada,EA Sports,"PlayStation 4, Xbox One","Fighting, Sports"
3028,Eador: Masters of the Broken World,85,87,227,Snowbird Game Studios,Snowbird Game Studios,PC,"Turn-Based, Strategy"
33267,Earth Defense Force 2: Invaders from Planet Space,11.5,19,392,Sandlot,XSEED Games,PlayStation Vita,"Third-Person, Shooter"
3032,Earth Defense Force 2017,10,28,75,Sandlot,D3 Publisher,"PlayStation Vita, Xbox 360","Third-Person, Shooter"
3033,Earth Defense Force: Insect Armageddon,5,8.5,13.5,Vicious Cycle Software,D3 Publisher,"PC, PlayStation 3, Xbox 360",Third-Person Shooter
3034,EarthBound,28,31.5,36.5,"Nintendo, Ape, HAL Laboratory",Nintendo,"Mobile, Nintendo 3DS, PC, Super Nintendo/Famicom, Wii, Wii U",Role-Playing
21683,Earthlock: Festival Of Magic,16.5,24.5,30,Snowcastle Games,Snowcastle Games,"PC, PlayStation 4, Xbox One","Adventure, Role-Playing"
3038,Earthworm Jim 3D,9,9.5,12,VIS Entertainment,"PAL: Interplay, NA: Rockstar Games","Nintendo 64, PC",Platformer
3039,Earthworm Jim HD,2.5,5.5,12.5,"Shiny Entertainment, Playmates Interactive Entertainment","NA: Sega of America, EU: Virgin Interactive","PlayStation 3, Xbox 360",Platform shoot 'em up
65001,Eastshade,11,12.5,13,Eastshade Studios,Eastshade Studios,PC,"First-Person, Adventure"
3041,Eat Lead: The Return of Matt Hazard,7,9,14,Vicious Cycle Software,D3 Publisher,"PlayStation 3, Xbox 360","Third-Person, Shooter"
3043,Ecco the Dolphin,4.5,5.5,6.5,Novotrade International,Sega,"PC, Sega Master System, Sega Mega Drive/Genesis, Xbox 360",Adventure
3045,Ecco: The Tides of Time,4,5,5.5,Novotrade International,Sega,"PC, PlayStation 2, Sega Mega Drive/Genesis",Adventure
49192,ECHO (2017),7.5,10.5,15,Ultra Ultra,Ultra Ultra,PC,"Action, Adventure"
3047,Echo Night,5,5.5,6,From Software,Agetec,"PlayStation, PlayStation Vita","Action, Adventure"
27850,Echo Night 2: The Lord of Nightmares,8,8,9,From Software,From Software,PlayStation,"First-Person, Adventure, Puzzle, Survival Horror"
3048,Echo Night: Beyond,7.5,8,9,From Software,"JP: From Software, NA: Agetec, EU: Nobilis",PlayStation 2,"Survival Horror, Adventure"
3049,Echochrome,8,8,10.5,"Game Yarouze, Japan Studio",Sony Computer Entertainment,"PlayStation 3, PSP",Puzzle
3058,Edge,3.5,8,11,Mobigame,Mobigame,"Android, iOS, Linux, Mobile, Nintendo 3DS, PC, Wii U",Puzzle
39736,Edge of Nowhere,3.5,4,4.5,Insomniac Games,Oculus Studios,"Oculus Rift, PC","Third-Person, Virtual Reality"
3059,Edna & Harvey: Harvey's New Eyes,7,8,8.5,Daedalic Entertainment,Daedalic Entertainment,PC,Adventure
3060,Edna & Harvey: The Breakout,7.5,9,10,Daedalic Entertainment,"Lace Mamba Global, Viva Media",PC,Adventure
13483,Eets Munchies,1,3,3.5,Klei Entertainment,Klei Entertainment,PC,Puzzle
21145,Egg Returns Home,0.7,1.5,3,PigelPix,PigelPix,PC,Platform
3078,EGG: Elemental Gimmick Gear,15.5,19,29,Birthday,"Vatical Entertainment, Hudson Soft",Dreamcast,"Top-Down, Action, Role-Playing"
3064,Ehrgeiz,2,3,5,DreamFactory,"Square Enix, Namco, Electronic Arts",PlayStation,Fighting
39321,Eisenhorn: XENOS,6.5,7,13,Pixel Hero Games,Pixel Hero Games,PC,"Action, Adventure"
3067,El Shaddai: Ascension of the Metatron,8.5,10.5,13,Ignition Entertainment,Ignition Entertainment,"PlayStation 3, Xbox 360",Action
24541,Elastrix,0.666666667,2,3.5,Hyper Hippo Games,Hyper Hippo Games,PC,Puzzle
14120,Eldritch,4,7,12.5,Minor Key Games,Minor Key Games,PC,"First-Person, Action, Roguelike"
3073,Elebits: The Adventures of Kai and Zero,8.5,12.5,16.5,Konami,Konami,Nintendo DS,Action
31539,Electric Highways,0.683333333,0.8,1,"Zykov Eddy, Xitilon",Dagestan Technology,PC,Adventure
19184,Electronic Super Joy: Groove City,1,1.5,2,"Michael Todd Games, Yazar Media Group",Yazar Media Group,PC,"Action, Platform"
24980,Elevator Action Returns,0.733333333,4,5,Taito,Taito,"Arcade, PlayStation 2, Sega Saturn","Action, Platform"
27129,ELEX,27,49,72,Piranha Bytes,THQ Nordic,"PC, PlayStation 4, Xbox One","Open World, Role-Playing"
3087,Elite Beat Agents,4,6,33.5,iNiS,Nintendo,"Nintendo 3DS, Nintendo DS",Music/Rhythm
3088,Elite: Dangerous,84.5,111,262,Frontier Developments,Frontier Developments,"PC, PlayStation 4",Adventure
13365,Elliot Quest,13.5,16,16.5,Ansimuz Games,PlayEveryWare,"Nintendo Switch, PC, Wii U",Platform
43729,Ellipsis,2.5,3.5,4,Salmi Games,Salmi Games,PC,Action
3096,Emerald City Confidential,4,6,7.5,Wadjet Eye Games,PlayFirst,PC,Adventure
3097,Emerald Dragon,15.5,17,17,"Alfa System, Glodia",ASCII Media Works,Super Nintendo,"Adventure, Role-Playing"
32034,Emily is Away,0.616666667,0.866666667,0.933333333,Kyle Seeley,Kyle Seeley,PC,"Text, Turn-Based, Adventure, Simulation"
46117,Emily is Away Too,2,3,3.5,Kyle Seeley,Kyle Seeley,PC,"Point-and-Click, Text, Adventure, Visual Novel"
33204,Emily Wants to Play,2,2,4,Shawn Hitchcock,SKH Apps,"PC, PlayStation 4, Xbox One","First-Person, Real-Time, Survival Horror"
3103,Emperor: Battle for Dune,15.5,20,37,"Intelligent Games, Westwood Studios",EA Games,PC,"Real-Time, Strategy"
3105,Empire Earth,22,57,148,Stainless Steel Studios,Sierra Entertainment,PC,Real-time strategy
3110,Empire: Total War,22,75,83,The Creative Assembly,Sega,PC,Turn-based strategy Real-time tactics
47015,EMPORIUM,0.383333333,0.75,2,Tom Kitchen,Tom Kitchen,PC,Adventure
18564,Empress of the Deep,2,2.5,2,Gogii Games,Strategy First,PC,Adventure
38940,Empty Horizons,1.5,2,2.5,ebi-hime,Sekai Project,PC,Visual Novel
3113,Enchanted Arms,23.5,44,50,From Software,"From Software, Ubisoft","PlayStation 3, Xbox 360",Role-Playing
3114,Enclave,9,11.5,15,"Starbreeze Studios, Village1 Entertainment","Swing! Deutschland, Conspiracy Games, Vivendi Universal Games","PC, Xbox",Action
65016,Enderal: Forgotten Stories,74,80,100,SureAI,SureAI,PC,"First-Person, Action, Adventure"
60413,Endless Fables 2: Frozen Path,2,2.5,3,Sunward Games,Artifex Mundi,PC,Hidden Object
42692,Endless Fables: The Minotaur's Curse,2,3,3,Sunward Games,Artifex Mundi,PC,Hidden Object
18226,Endless Legend,13.5,25,53,AMPLITUDE Studios,AMPLITUDE Studios,PC,"Turn-Based, Strategy"
3116,Endless Ocean 2: Adventures of the Deep,15.5,27,69,Arika,Nintendo,Wii,"Adventure, Simulation"
3117,Endless Space,15,38,102,Amplitude Studios,Iceberg Interactive,PC,Strategy
19218,Enemy Front,5.5,8,12,CI Games,Bandai Namco Games,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
20739,Enemy Mind,4,4,6,Schell Games,Schell Games,PC,Shooter
3121,Enemy Territory: Quake Wars,9,10.5,12,"Splash Damage, Nerve Software (Xbox 360), Underground Development (PlayStation 3)",Activision,"PC, PlayStation 3, Xbox 360",First-person shooter
34677,Energy Cycle,0.583333333,1,0.666666667,Sometimes You,Sometimes You,"PC, PlayStation 4, PlayStation Vita, Xbox One",Puzzle
3123,English Country Tune,9,12,14,Increpare Games,Increpare Games,PC,Puzzle
31284,Enigmatis 2: The Mists of Ravenwood,6,6,13.5,Artifex Mundi,Artifex Mundi,PC,Hidden Object
39273,Enigmatis 3: The Shadow of Karkhala,3.5,4.5,5,Artifex Mundi,Artifex Mundi,"Linux, PC, Xbox One",Hidden Object
3126,Enslaved: Odyssey to the West,9,10.5,18.5,Ninja Theory,Namco Bandai Games,"PC, PlayStation 3, PlayStation Now, Xbox 360","Action, Adventure"
3127,Enslaved: Odyssey to the West - Pigsy's Perfect 10 DLC,3,3,4,Ninja Theory,Namco Bandai Games,"PC, PlayStation 3, Xbox 360","Action, Adventure"
35549,Enter the Gungeon,15.5,38,148,Dodge Roll,Devolver Digital,"Nintendo Switch, PC, PlayStation 4",Roguelike
3128,Enter the Matrix,7.5,8,12.5,Shiny Entertainment,"Atari, Inc., Warner Bros. Interactive Entertainment Bandai (Japanese release)","Nintendo GameCube, PC, PlayStation 2, Xbox",Action-adventure
19264,Entwined,1.5,3.5,8.5,Pixelopus,Sony Computer Entertainment,"PlayStation 3, PlayStation 4, PlayStation Vita","Action, Music/Rhythm"
24965,Environmental Station Alpha,9.5,12.5,28,"Arvi Teikari, Roope M�kinen",Hempuli Oy,PC,"Action, Adventure, Platform"
3131,Enzai: Falsely Accused,9,10,13,Langmaor,Langmaor,PC,Visual Novel
24606,Ephemerid: A Musical Adventure,0.783333333,0.866666667,6,SuperChop Games,SuperChop Games,PC,"Point-and-Click, On-Rails, Music/Rhythm, Puzzle, Visual Novel"
39781,Epic Battle Fantasy 3,15.5,15.5,17,Matt Roszak,Matt Roszak,PC,Role-Playing
3137,Epic Mickey,13,14.5,17,Junction Point Studios,Disney Interactive Studios,Wii,"Action, Adventure, Platform"
3138,Epic Mickey 2: The Power of Two,9.5,14,21,"Blitz Games Studios, Junction Point Studios, Heavy Iron Studios",Disney Interactive Studios,"PC, PlayStation 3, PlayStation Vita, Wii, Wii U, Xbox 360","Action, Adventure, Platform"
3139,Epic Mickey: Power of Illusion,5,9.5,12,DreamRift,Disney Interactive Studios,Nintendo 3DS,"Action, Adventure, Platform"
33974,Epistory: Typing Chronicles,5,6.5,9.5,Fishing Cactus,"Fishing Cactus, Plug In Digital",PC,"Text, Adventure, Educational"
3144,Eragon,6.5,8.5,10.5,"Stormfront Studios, Amaze Entertainment",Vivendi Universal Games,"Game Boy Advance, Nintendo DS, PC, PlayStation 2, PSP, Xbox 360","Hack and slash, Action-adventure"
21253,Escape Dead Island,6,10,15,Fatshark,Deep Silver,"PC, PlayStation 3, Xbox 360","Adventure, Survival Horror"
3149,Escape from Monkey Island,10,10,11.5,LucasArts,LucasArts,"PC, PlayStation 2","Point-and-Click, Adventure"
3153,Escape Goat,2.5,3,3.5,Magical Time Bean,Magical Time Bean,PC,Platform
17502,Escape Goat 2,4,6,9.5,MagicalTimeBean,Double Fine Productions,"PC, PlayStation 4","Platform, Puzzle"
3154,Escape Plan,4,5,10.5,Fun Bits Interactive,Sony Computer Entertainment,"PlayStation 4, PlayStation Vita",Puzzle
3156,Escape Rosecliff Island,8.5,9,9,SpinTop Games,PopCap Games,PC,Puzzle
